timestamp,tx,ty,tz
0.00, 0.86380, -0.45948, 0.40349
0.10, 0.78427, -0.43605, 0.53330
0.20, 0.66568, -0.39980, 0.60119
0.30, 0.52727, -0.35408, 0.62917
0.40, 0.40380, -0.26261, 0.61391
0.50, 0.31810, -0.23350, 0.55914
0.60, 0.20973, -0.18977, 0.48309
0.70, 0.15716, -0.13306, 0.39480
0.80, 0.11236, -0.09701, 0.28154
0.90, 0.05207, -0.04708, 0.18740
1.00, 0.01444, -0.02055, 0.08308
1.10, -0.01236, 0.01536, -0.00167
1.20, -0.03625, 0.02805, -0.10640
1.30, -0.06046, 0.06883, -0.19480
1.40, -0.10383, 0.11938, -0.29463
1.50, -0.17305, 0.13344, -0.39027
1.60, -0.24755, 0.17744, -0.49828
1.70, -0.32193, 0.23181, -0.55771
1.80, -0.41622, 0.29488, -0.61785
1.90, -0.57473, 0.34582, -0.63208
2.00, -0.66883, 0.42316, -0.61024
2.10, -0.80213, 0.42494, -0.51419
2.20, -0.87817, 0.47758, -0.38718
2.30, -0.91100, 0.43631, -0.24500
2.40, -0.88489, 0.38643, -0.09459
2.50, -0.80556, 0.34163, 0.00032
2.60, -0.70678, 0.28775, 0.07111
2.70, -0.59536, 0.24661, 0.12904
2.80, -0.47489, 0.15414, 0.14538
2.90, -0.37134, 0.14690, 0.12039
3.00, -0.27032, 0.10118, 0.08007
3.10, -0.16311, 0.04518, 0.06441
3.20, -0.06249, 0.03004, 0.03772
3.30, 0.02345, -0.01311, -0.00412
3.40, 0.12737, -0.04787, -0.05956
3.50, 0.22002, -0.07838, -0.10258
3.60, 0.31335, -0.14363, -0.10138
3.70, 0.42435, -0.15634, -0.10550
3.80, 0.54775, -0.19780, -0.11136
3.90, 0.65635, -0.27774, -0.09078
4.00, 0.76770, -0.32867, -0.04020
4.10, 0.85460, -0.37274, 0.06075
4.20, 0.90448, -0.42344, 0.19239
4.30, 0.89795, -0.46372, 0.32538
4.40, 0.83836, -0.44145, 0.49607
4.50, 0.75013, -0.42549, 0.58753
4.60, 0.59845, -0.36478, 0.66427
4.70, 0.48276, -0.30898, 0.63880
4.80, 0.35691, -0.25846, 0.59777
4.90, 0.24234, -0.18286, 0.51344
5.00, 0.18304, -0.15747, 0.44626
5.10, 0.14576, -0.09553, 0.34817
5.20, 0.07585, -0.08963, 0.22709
5.30, 0.04938, -0.02463, 0.14472
5.40, -0.00289, -0.02439, 0.05588
5.50, -0.02693, 0.00312, -0.06282
5.60, -0.03812, 0.05538, -0.14820
5.70, -0.09091, 0.07762, -0.26221
5.80, -0.12970, 0.10017, -0.35915
5.90, -0.21265, 0.15803, -0.45094
6.00, -0.26326, 0.22755, -0.53508
6.10, -0.36126, 0.26271, -0.59967
6.20, -0.48108, 0.30921, -0.63674
6.30, -0.62160, 0.38089, -0.64872
6.40, -0.75430, 0.39946, -0.58346
6.50, -0.86679, 0.45587, -0.46912
6.60, -0.90993, 0.41817, -0.32104
6.70, -0.90040, 0.43645, -0.16510
6.80, -0.83459, 0.37087, -0.04543
6.90, -0.77178, 0.31016, 0.05066
7.00, -0.65333, 0.25828, 0.10994
7.10, -0.53379, 0.20397, 0.12534
7.20, -0.44447, 0.18370, 0.13496
7.30, -0.32836, 0.11255, 0.13073
7.40, -0.20315, 0.07034, 0.09168
7.50, -0.10777, 0.04059, 0.04998
7.60, -0.02035, -0.00283, 0.02317
7.70, 0.06567, -0.01423, -0.01846
7.80, 0.15594, -0.07115, -0.06353
7.90, 0.27303, -0.10208, -0.10750
8.00, 0.37913, -0.14866, -0.10406
8.10, 0.47998, -0.18675, -0.12794
8.20, 0.58693, -0.24517, -0.11134
8.30, 0.72220, -0.30867, -0.06775
8.40, 0.80574, -0.34607, -0.00762
8.50, 0.88533, -0.39097, 0.11957
8.60, 0.92673, -0.43176, 0.26193
8.70, 0.86926, -0.44789, 0.39824
8.80, 0.78296, -0.41371, 0.52610
8.90, 0.67026, -0.39652, 0.60064
9.00, 0.54777, -0.35895, 0.64305
9.10, 0.42504, -0.28579, 0.60300
9.20, 0.33489, -0.22006, 0.56495
9.30, 0.22528, -0.17486, 0.49026
9.40, 0.15735, -0.13148, 0.38951
9.50, 0.11328, -0.10257, 0.30219
9.60, 0.06066, -0.05788, 0.19045
9.70, 0.02188, -0.02817, 0.12385
9.80, 0.00266, -0.00672, 0.00417
9.90, -0.01919, 0.02027, -0.09814
