timestamp,tx,ty,tz
0.00, -3.25320, 10.06865, -3.62479
0.10, -3.25889, 10.17661, -3.92049
0.20, -3.27814, 10.27360, -4.19353
0.30, -3.30960, 10.35936, -4.48387
0.40, -3.39107, 10.43132, -4.75703
0.50, -3.53706, 10.52919, -5.03232
0.60, -3.68317, 10.58566, -5.27930
0.70, -3.85911, 10.64832, -5.52420
0.80, -4.03813, 10.67836, -5.74484
0.90, -4.26302, 10.70370, -5.97862
1.00, -4.51949, 10.72337, -6.14189
1.10, -4.78177, 10.73713, -6.27811
1.20, -5.06027, 10.75473, -6.37986
1.30, -5.33326, 10.71895, -6.49553
1.40, -5.65377, 10.70334, -6.52764
1.50, -5.94153, 10.62482, -6.57831
1.60, -6.25702, 10.57998, -6.56263
1.70, -6.55034, 10.53080, -6.52793
1.80, -6.82692, 10.44164, -6.46734
1.90, -7.10158, 10.36035, -6.35664
2.00, -7.35125, 10.27850, -6.21539
2.10, -7.59523, 10.18701, -6.05449
2.20, -7.80372, 10.08184, -5.86850
2.30, -8.02680, 9.98338, -5.65927
2.40, -8.18956, 9.86352, -5.43036
2.50, -8.30805, 9.75380, -5.17766
2.60, -8.43025, 9.64202, -4.93852
2.70, -8.47753, 9.52072, -4.63562
2.80, -8.51794, 9.44950, -4.36458
2.90, -8.55117, 9.33658, -4.07819
3.00, -8.52074, 9.24917, -3.77858
3.10, -8.43596, 9.15505, -3.49878
3.20, -8.34665, 9.08150, -3.22813
3.30, -8.23482, 9.01949, -2.95689
3.40, -8.07258, 8.93535, -2.70825
3.50, -7.89777, 8.89229, -2.46745
3.60, -7.67505, 8.85804, -2.26375
3.70, -7.44132, 8.82001, -2.07951
3.80, -7.18003, 8.81845, -1.91616
3.90, -6.90797, 8.80960, -1.76508
4.00, -6.62085, 8.80951, -1.66730
4.10, -6.33520, 8.84619, -1.56729
4.20, -6.07249, 8.87562, -1.51725
4.30, -5.73027, 8.91959, -1.51875
4.40, -5.43492, 8.96796, -1.52819
4.50, -5.16481, 9.04932, -1.58082
4.60, -4.87113, 9.12667, -1.66763
4.70, -4.58545, 9.19452, -1.77787
4.80, -4.34516, 9.30451, -1.90745
4.90, -4.10941, 9.36579, -2.08928
5.00, -3.89970, 9.50362, -2.29951
5.10, -3.71329, 9.59192, -2.47198
5.20, -3.56178, 9.71136, -2.72617
5.30, -3.43553, 9.80631, -2.97867
5.40, -3.35636, 9.93287, -3.24394
5.50, -3.28063, 10.02928, -3.51762
5.60, -3.25431, 10.13442, -3.83022
5.70, -3.26780, 10.22933, -4.10840
5.80, -3.30268, 10.33424, -4.38891
5.90, -3.38558, 10.42692, -4.66878
6.00, -3.48883, 10.48833, -4.93529
6.10, -3.60807, 10.56230, -5.18641
6.20, -3.78964, 10.61989, -5.45638
6.30, -3.97574, 10.68418, -5.67566
6.40, -4.19935, 10.69497, -5.88730
6.50, -4.44278, 10.73933, -6.07638
6.60, -4.70883, 10.72976, -6.24362
6.70, -4.96769, 10.73205, -6.35905
6.80, -5.25799, 10.70974, -6.44923
6.90, -5.55299, 10.68710, -6.52952
7.00, -5.86274, 10.64793, -6.55567
7.10, -6.16834, 10.60623, -6.57074
7.20, -6.45120, 10.53810, -6.53917
7.30, -6.72346, 10.47953, -6.47139
7.40, -7.00750, 10.38831, -6.37741
7.50, -7.27685, 10.31219, -6.28121
7.60, -7.52657, 10.22724, -6.11033
7.70, -7.74520, 10.12113, -5.93299
7.80, -7.97551, 10.00985, -5.73737
7.90, -8.12420, 9.90456, -5.50413
8.00, -8.27985, 9.78902, -5.27068
8.10, -8.39028, 9.70023, -5.02100
8.20, -8.45399, 9.56904, -4.73354
8.30, -8.52473, 9.48206, -4.45132
8.40, -8.53744, 9.37675, -4.17932
8.50, -8.53185, 9.26976, -3.89997
8.60, -8.45313, 9.20973, -3.60284
8.70, -8.37081, 9.10322, -3.31447
8.80, -8.25833, 9.03294, -3.03184
8.90, -8.12242, 8.96064, -2.78039
9.00, -7.94053, 8.91253, -2.55305
9.10, -7.75145, 8.85894, -2.33197
9.20, -7.52444, 8.84100, -2.11554
9.30, -7.25191, 8.79547, -1.95818
9.40, -6.98130, 8.81553, -1.79600
9.50, -6.71258, 8.80888, -1.69098
9.60, -6.42784, 8.84048, -1.59212
9.70, -6.15179, 8.85239, -1.54019
9.80, -5.83606, 8.91400, -1.51062
9.90, -5.55991, 8.94928, -1.51329
10.00, -5.22900, 9.01080, -1.54698
10.10, -4.96159, 9.10111, -1.63860
10.20, -4.69809, 9.17703, -1.72872
10.30, -4.44608, 9.25130, -1.87120
10.40, -4.19410, 9.34284, -2.02318
10.50, -3.95968, 9.46902, -2.21258
10.60, -3.77626, 9.56409, -2.40804
10.70, -3.61871, 9.66554, -2.63548
10.80, -3.48923, 9.77306, -2.91326
10.90, -3.37232, 9.88636, -3.14022
11.00, -3.30279, 9.99867, -3.40752
11.10, -3.24893, 10.09464, -3.72814
11.20, -3.27169, 10.19904, -4.00014
