timestamp,tx,ty,tz
0.00, -0.85649, 0.57187, 1.28857
0.10, -0.79217, 0.68342, 1.27350
0.20, -0.74304, 0.75099, 1.23228
0.30, -0.69970, 0.82395, 1.16916
0.40, -0.63585, 0.89382, 1.11909
0.50, -0.56831, 0.91892, 1.04476
0.60, -0.50999, 0.94173, 0.96990
0.70, -0.44221, 0.93910, 0.88122
0.80, -0.40482, 0.93960, 0.80483
0.90, -0.33720, 0.90771, 0.72439
1.00, -0.28050, 0.87781, 0.65454
1.10, -0.25433, 0.86763, 0.58821
1.20, -0.21915, 0.80139, 0.54708
1.30, -0.18164, 0.74799, 0.46783
1.40, -0.13812, 0.69282, 0.40105
1.50, -0.11060, 0.63722, 0.35782
1.60, -0.10296, 0.56389, 0.32160
1.70, -0.09138, 0.51657, 0.27262
1.80, -0.07607, 0.43064, 0.20410
1.90, -0.05360, 0.37994, 0.18493
2.00, -0.05782, 0.30483, 0.14962
2.10, -0.04202, 0.24175, 0.09387
2.20, -0.02018, 0.15449, 0.07459
2.30, 0.00509, 0.12674, 0.03653
2.40, -0.01179, 0.05153, 0.00024
2.50, 0.00746, -0.01636, -0.00708
2.60, 0.01699, -0.09163, -0.03005
2.70, 0.01255, -0.18773, -0.07063
2.80, 0.04290, -0.22279, -0.09662
2.90, 0.04159, -0.31101, -0.15539
3.00, 0.03821, -0.35483, -0.18651
3.10, 0.07235, -0.41871, -0.23697
3.20, 0.07342, -0.49768, -0.26664
3.30, 0.10474, -0.54104, -0.31606
3.40, 0.11849, -0.62962, -0.35125
3.50, 0.14897, -0.66596, -0.39926
3.60, 0.17669, -0.73491, -0.45166
3.70, 0.20536, -0.77893, -0.50963
3.80, 0.23977, -0.82892, -0.58491
3.90, 0.27592, -0.89336, -0.65723
4.00, 0.32116, -0.91606, -0.71830
4.10, 0.38077, -0.95024, -0.78087
4.20, 0.44198, -0.94623, -0.85564
4.30, 0.48812, -0.95723, -0.95540
4.40, 0.56098, -0.94673, -1.02469
4.50, 0.59970, -0.87754, -1.09493
4.60, 0.68009, -0.82936, -1.16193
4.70, 0.72446, -0.78019, -1.21354
4.80, 0.81566, -0.68886, -1.27844
4.90, 0.85603, -0.59597, -1.29305
5.00, 0.86244, -0.50509, -1.30747
5.10, 0.89298, -0.40474, -1.31482
5.20, 0.89680, -0.30323, -1.29099
5.30, 0.89514, -0.21265, -1.24721
5.40, 0.87566, -0.08526, -1.21961
5.50, 0.88762, -0.01745, -1.13840
5.60, 0.82435, 0.05189, -1.09498
5.70, 0.79166, 0.09219, -1.03490
5.80, 0.76202, 0.13085, -0.96851
5.90, 0.71626, 0.18610, -0.87307
6.00, 0.68003, 0.19596, -0.81964
6.10, 0.61803, 0.23635, -0.76644
6.20, 0.55960, 0.23982, -0.66438
6.30, 0.52607, 0.22695, -0.60623
6.40, 0.45310, 0.23160, -0.54799
6.50, 0.40991, 0.21041, -0.49242
6.60, 0.37078, 0.20714, -0.40123
6.70, 0.31654, 0.17325, -0.35237
6.80, 0.25728, 0.15681, -0.28984
6.90, 0.23084, 0.14455, -0.24650
7.00, 0.18038, 0.10526, -0.19610
7.10, 0.13702, 0.08907, -0.13641
7.20, 0.06947, 0.04565, -0.10082
7.30, 0.04023, 0.04296, -0.03529
7.40, 0.00414, 0.00435, 0.00564
7.50, -0.04660, -0.04661, 0.07496
7.60, -0.10513, -0.05392, 0.12440
7.70, -0.15482, -0.08732, 0.16827
7.80, -0.20869, -0.12357, 0.20898
7.90, -0.24354, -0.14964, 0.28714
8.00, -0.28617, -0.15916, 0.33428
8.10, -0.33486, -0.19063, 0.38768
8.20, -0.37513, -0.19778, 0.45538
8.30, -0.42834, -0.22365, 0.52027
8.40, -0.48255, -0.21996, 0.56875
8.50, -0.53341, -0.25030, 0.64616
8.60, -0.59041, -0.22627, 0.71908
8.70, -0.64787, -0.22124, 0.81130
8.80, -0.68775, -0.18820, 0.86495
8.90, -0.73073, -0.16784, 0.93367
9.00, -0.78270, -0.13904, 0.98979
9.10, -0.82251, -0.08069, 1.07075
9.20, -0.85263, 0.01018, 1.14406
9.30, -0.87237, 0.05938, 1.16648
9.40, -0.88661, 0.14921, 1.23382
9.50, -0.90522, 0.24486, 1.27235
9.60, -0.88732, 0.33916, 1.28365
9.70, -0.88963, 0.44981, 1.31616
9.80, -0.87428, 0.55662, 1.29151
9.90, -0.80411, 0.65171, 1.27050
