timestamp,tx,ty,tz
0.00, 1.42567, 11.93441, -10.68787
0.10, 1.50865, 12.21466, -10.49919
0.20, 1.57973, 12.48798, -10.32809
0.30, 1.61760, 12.74251, -10.12538
0.40, 1.64429, 12.98674, -9.85905
0.50, 1.62345, 13.18642, -9.60591
0.60, 1.62797, 13.41027, -9.32583
0.70, 1.57577, 13.58473, -9.01168
0.80, 1.51926, 13.70931, -8.72059
0.90, 1.44290, 13.84763, -8.38984
1.00, 1.34590, 13.94396, -8.09937
1.10, 1.22906, 13.99277, -7.79685
1.20, 1.08972, 14.02242, -7.46841
1.30, 0.94783, 14.00449, -7.13731
1.40, 0.78777, 13.98668, -6.84927
1.50, 0.62496, 13.93789, -6.57352
1.60, 0.45298, 13.82801, -6.29154
1.70, 0.26103, 13.70236, -6.04797
1.80, 0.07668, 13.57452, -5.80019
1.90, -0.15326, 13.38049, -5.60168
2.00, -0.34010, 13.17807, -5.39879
2.10, -0.54449, 12.95840, -5.20697
2.20, -0.74422, 12.71773, -5.09894
2.30, -0.93689, 12.47356, -4.99975
2.40, -1.12426, 12.19980, -4.92772
2.50, -1.31890, 11.90091, -4.85965
2.60, -1.49182, 11.60550, -4.83989
2.70, -1.64811, 11.29175, -4.87749
2.80, -1.82509, 11.01939, -4.91714
2.90, -1.94344, 10.68868, -5.03234
3.00, -2.05387, 10.38928, -5.13900
3.10, -2.13748, 10.11074, -5.28380
3.20, -2.21820, 9.81414, -5.44361
3.30, -2.29111, 9.54946, -5.64073
3.40, -2.33107, 9.28234, -5.87069
3.50, -2.36009, 9.03927, -6.13702
3.60, -2.35930, 8.83400, -6.37330
3.70, -2.34751, 8.63162, -6.63899
3.80, -2.29028, 8.46519, -6.94761
3.90, -2.20213, 8.32031, -7.26118
4.00, -2.15449, 8.22363, -7.56847
4.10, -2.04639, 8.11330, -7.87460
4.20, -1.93295, 8.05842, -8.21567
4.30, -1.80477, 8.02571, -8.50406
4.40, -1.65196, 8.04743, -8.80907
4.50, -1.47569, 8.05554, -9.13428
4.60, -1.32796, 8.13873, -9.41676
4.70, -1.15185, 8.23942, -9.68943
4.80, -0.93357, 8.35936, -9.93709
4.90, -0.75645, 8.50902, -10.16594
5.00, -0.55480, 8.68090, -10.39070
5.10, -0.33614, 8.89936, -10.59564
5.20, -0.15073, 9.11613, -10.73624
5.30, 0.04514, 9.32530, -10.87872
5.40, 0.25021, 9.62635, -10.96558
5.50, 0.43337, 9.88507, -11.05579
5.60, 0.62142, 10.18314, -11.08389
5.70, 0.80449, 10.46874, -11.09466
5.80, 0.95615, 10.77748, -11.07800
5.90, 1.10386, 11.08662, -10.99964
6.00, 1.21686, 11.37944, -10.93373
6.10, 1.33955, 11.66850, -10.80431
6.20, 1.44214, 11.97557, -10.65351
6.30, 1.54157, 12.27492, -10.48709
6.40, 1.58260, 12.52426, -10.28939
6.50, 1.62065, 12.78409, -10.05692
6.60, 1.66169, 13.02091, -9.81212
6.70, 1.63499, 13.24723, -9.55470
6.80, 1.61683, 13.43944, -9.29242
6.90, 1.57223, 13.59904, -8.98028
7.00, 1.49657, 13.76333, -8.66701
7.10, 1.43208, 13.85816, -8.38176
7.20, 1.33726, 13.94938, -8.04481
7.30, 1.22386, 14.00502, -7.73916
7.40, 1.08909, 14.01164, -7.43207
7.50, 0.92405, 14.01349, -7.10355
7.60, 0.77522, 13.96753, -6.82621
7.70, 0.60274, 13.93290, -6.54170
7.80, 0.41452, 13.82936, -6.25692
7.90, 0.21540, 13.67480, -5.99008
8.00, 0.01637, 13.54693, -5.76441
8.10, -0.19015, 13.36426, -5.55844
8.20, -0.38392, 13.15585, -5.35051
8.30, -0.58285, 12.93219, -5.20028
8.40, -0.77504, 12.68398, -5.06388
8.50, -0.97915, 12.41713, -4.97901
8.60, -1.16035, 12.14469, -4.89269
8.70, -1.34405, 11.84749, -4.84318
8.80, -1.51907, 11.56011, -4.85214
8.90, -1.68233, 11.24976, -4.88546
9.00, -1.83289, 10.95404, -4.94510
9.10, -1.96903, 10.65467, -5.03691
9.20, -2.07242, 10.34752, -5.15006
9.30, -2.16181, 10.04774, -5.30394
9.40, -2.23725, 9.77100, -5.48864
