timestamp,tx,ty,tz
0.00, -0.01942, -0.01453, 0.00405
0.10, -0.08111, -0.04473, -0.00364
0.20, -0.16184, -0.12372, -0.02284
0.30, -0.26058, -0.15974, -0.03483
0.40, -0.31717, -0.23957, -0.03564
0.50, -0.41574, -0.29908, -0.05729
0.60, -0.49035, -0.36049, -0.06851
0.70, -0.55999, -0.42975, -0.09746
0.80, -0.65163, -0.47299, -0.09318
0.90, -0.73772, -0.53195, -0.08506
1.00, -0.79093, -0.58669, -0.11861
1.10, -0.88297, -0.65156, -0.12367
1.20, -0.96072, -0.70984, -0.12492
1.30, -1.05701, -0.75811, -0.15011
1.40, -1.11896, -0.82699, -0.16012
1.50, -1.21500, -0.87931, -0.16442
1.60, -1.29960, -0.95658, -0.18622
1.70, -1.38151, -0.99371, -0.20213
1.80, -1.45386, -1.05895, -0.21420
1.90, -1.53029, -1.12425, -0.21307
2.00, -1.59386, -1.18148, -0.23395
2.10, -1.69611, -1.25489, -0.25142
2.20, -1.78504, -1.29183, -0.26950
2.30, -1.85057, -1.33889, -0.25523
2.40, -1.95962, -1.41783, -0.28479
2.50, -2.03491, -1.46700, -0.29573
2.60, -2.09644, -1.53505, -0.28239
2.70, -2.18375, -1.58692, -0.30962
2.80, -2.24678, -1.65387, -0.29922
2.90, -2.33977, -1.70034, -0.31914
3.00, -2.41951, -1.77990, -0.33832
3.10, -2.49884, -1.80935, -0.35476
3.20, -2.59045, -1.88530, -0.34652
3.30, -2.66522, -1.93469, -0.37005
3.40, -2.75785, -2.00037, -0.37802
3.50, -2.82704, -2.04639, -0.37721
3.60, -2.89951, -2.11935, -0.39926
3.70, -2.99388, -2.20523, -0.40481
3.80, -3.06552, -2.23347, -0.41794
3.90, -3.15690, -2.29886, -0.44079
4.00, -3.23659, -2.36111, -0.44608
4.10, -3.31183, -2.41914, -0.46123
4.20, -3.39583, -2.47232, -0.46156
4.30, -3.48975, -2.52099, -0.48762
4.40, -3.55775, -2.58083, -0.48593
4.50, -3.63791, -2.66864, -0.50248
4.60, -3.72847, -2.70742, -0.49228
4.70, -3.80298, -2.78001, -0.51558
4.80, -3.88890, -2.82978, -0.54459
4.90, -3.98129, -2.87515, -0.55508
5.00, -4.04981, -2.95412, -0.55795
5.10, -4.13017, -2.99126, -0.57390
5.20, -4.20004, -3.04194, -0.59621
5.30, -4.28424, -3.11762, -0.59940
5.40, -4.35010, -3.18022, -0.61375
5.50, -4.44748, -3.23716, -0.61303
5.60, -4.52404, -3.30153, -0.61992
5.70, -4.60711, -3.35854, -0.65060
5.80, -4.68821, -3.40439, -0.65519
5.90, -4.77407, -3.46979, -0.68172
6.00, -4.85112, -3.52809, -0.67474
6.10, -4.94291, -3.58725, -0.69503
6.20, -5.03293, -3.65299, -0.69479
6.30, -5.08785, -3.71182, -0.71087
6.40, -5.18366, -3.76875, -0.71085
6.50, -5.24811, -3.81794, -0.72247
6.60, -5.34237, -3.87651, -0.74120
6.70, -5.40858, -3.94730, -0.74829
6.80, -5.48493, -3.99433, -0.76345
6.90, -5.59178, -4.07389, -0.76267
7.00, -5.65059, -4.12330, -0.79950
7.10, -5.75278, -4.19107, -0.78347
7.20, -5.81184, -4.24483, -0.80177
7.30, -5.89094, -4.28669, -0.81466
7.40, -5.98394, -4.34598, -0.80974
7.50, -6.07742, -4.41086, -0.86091
7.60, -6.14937, -4.46377, -0.85940
7.70, -6.22213, -4.53998, -0.87084
7.80, -6.31266, -4.59325, -0.88173
7.90, -6.39984, -4.65012, -0.89655
8.00, -6.46389, -4.72629, -0.89913
8.10, -6.56629, -4.78011, -0.89918
8.20, -6.63596, -4.81729, -0.91855
8.30, -6.71735, -4.88546, -0.94892
8.40, -6.80684, -4.93261, -0.95581
8.50, -6.87304, -5.01079, -0.94670
8.60, -6.95382, -5.07358, -0.96436
8.70, -7.04148, -5.11843, -0.96546
8.80, -7.10705, -5.17456, -0.97997
8.90, -7.20757, -5.23139, -0.99758
9.00, -7.28349, -5.29665, -1.00327
9.10, -7.37498, -5.35719, -1.03250
9.20, -7.43403, -5.40270, -1.04937
9.30, -7.52677, -5.49186, -1.04785
9.40, -7.61487, -5.54372, -1.04320
9.50, -7.69485, -5.57064, -1.05571
9.60, -7.77285, -5.63681, -1.10568
9.70, -7.85071, -5.71317, -1.09206
9.80, -7.91980, -5.73803, -1.09670
9.90, -8.00138, -5.83003, -1.12325
