timestamp,tx,ty,tz
0.00, 0.88839, 0.36930, 1.48789
0.10, 0.90804, 0.63467, 1.30290
0.20, 0.85849, 0.78256, 1.06575
0.30, 0.73228, 0.81120, 0.79931
0.40, 0.59334, 0.75107, 0.57026
0.50, 0.44694, 0.64303, 0.39715
0.60, 0.32990, 0.47581, 0.25549
0.70, 0.19460, 0.30086, 0.13424
0.80, 0.07966, 0.13352, 0.05991
0.90, -0.03396, -0.04900, -0.01135
1.00, -0.15787, -0.24483, -0.10822
1.10, -0.26133, -0.39794, -0.20359
1.20, -0.38672, -0.54308, -0.32133
1.30, -0.51605, -0.69529, -0.49502
1.40, -0.66701, -0.79254, -0.69275
1.50, -0.80203, -0.82034, -0.92937
1.60, -0.88440, -0.70854, -1.20705
1.70, -0.89516, -0.50694, -1.42822
1.80, -0.84091, -0.21232, -1.53475
1.90, -0.68702, 0.06127, -1.48157
2.00, -0.51846, 0.26782, -1.31281
2.10, -0.38725, 0.34518, -1.09748
2.20, -0.28226, 0.35708, -0.86273
2.30, -0.18960, 0.32460, -0.63804
2.40, -0.10726, 0.21804, -0.40720
2.50, -0.06141, 0.13672, -0.21779
2.60, -0.01118, 0.00851, -0.02355
2.70, 0.03370, -0.08844, 0.15955
2.80, 0.07373, -0.19472, 0.35274
2.90, 0.14655, -0.28999, 0.57542
3.00, 0.23796, -0.33039, 0.80165
3.10, 0.35928, -0.35459, 1.03764
3.20, 0.48049, -0.28780, 1.25663
3.30, 0.65301, -0.12165, 1.45865
3.40, 0.79036, 0.12866, 1.51987
3.50, 0.88433, 0.41527, 1.47158
3.60, 0.91061, 0.67447, 1.28340
3.70, 0.83433, 0.81410, 1.00229
3.80, 0.70936, 0.82568, 0.73327
3.90, 0.57917, 0.73537, 0.52014
4.00, 0.43232, 0.62828, 0.34724
4.10, 0.29969, 0.44714, 0.22263
4.20, 0.17167, 0.26324, 0.12427
4.30, 0.06892, 0.10183, 0.04451
4.40, -0.05102, -0.07755, -0.02209
4.50, -0.16721, -0.25784, -0.12305
4.60, -0.27121, -0.43177, -0.21600
4.70, -0.42548, -0.59631, -0.33135
4.80, -0.55282, -0.74059, -0.50895
4.90, -0.69920, -0.80907, -0.72967
5.00, -0.82481, -0.80313, -0.98593
5.10, -0.88919, -0.69289, -1.24480
5.20, -0.89951, -0.45362, -1.44843
5.30, -0.81119, -0.14421, -1.53841
5.40, -0.66461, 0.08713, -1.45651
5.50, -0.50573, 0.26387, -1.29250
5.60, -0.36284, 0.33131, -1.08112
5.70, -0.27266, 0.35824, -0.82435
5.80, -0.17084, 0.29443, -0.59600
5.90, -0.10086, 0.22166, -0.37519
6.00, -0.04522, 0.11275, -0.19391
6.10, -0.01026, -0.00309, 0.00035
6.20, 0.04715, -0.10385, 0.22365
6.30, 0.10414, -0.21355, 0.38120
6.40, 0.15276, -0.29680, 0.62245
6.50, 0.23861, -0.35398, 0.84228
6.60, 0.36894, -0.36778, 1.06122
6.70, 0.51827, -0.23959, 1.28500
6.80, 0.68660, -0.09178, 1.47193
6.90, 0.82794, 0.17327, 1.54135
7.00, 0.91186, 0.47370, 1.44388
7.10, 0.90676, 0.69332, 1.24590
7.20, 0.80132, 0.82043, 0.96646
7.30, 0.68587, 0.81364, 0.69863
7.40, 0.54424, 0.71666, 0.48611
7.50, 0.41443, 0.57822, 0.31692
7.60, 0.28128, 0.41721, 0.20874
7.70, 0.16696, 0.24799, 0.11049
7.80, 0.02714, 0.06458, 0.04081
7.90, -0.07476, -0.11546, -0.04652
8.00, -0.17307, -0.27584, -0.13730
8.10, -0.30204, -0.46564, -0.23704
8.20, -0.43733, -0.60916, -0.35902
8.30, -0.57541, -0.75651, -0.53755
8.40, -0.73242, -0.82225, -0.76851
8.50, -0.83948, -0.77945, -1.01201
8.60, -0.91920, -0.65158, -1.28665
8.70, -0.89740, -0.39502, -1.46479
8.80, -0.78811, -0.09632, -1.53609
8.90, -0.66443, 0.14009, -1.41854
9.00, -0.49389, 0.30674, -1.24485
9.10, -0.36601, 0.36872, -1.00711
9.20, -0.23279, 0.32768, -0.79384
9.30, -0.14399, 0.26588, -0.57084
9.40, -0.08322, 0.18245, -0.35759
9.50, -0.05017, 0.07559, -0.15102
9.60, 0.01611, -0.04170, 0.02617
9.70, 0.04615, -0.13080, 0.22481
9.80, 0.11115, -0.22650, 0.43011
9.90, 0.17667, -0.31861, 0.65268
