timestamp,tx,ty,tz
0.0,0.0,0.0,0.0
0.1,-0.19163521673880224,-0.1072496313083029,-0.22263628060215246
0.2,-0.3832704334776045,-0.2144992626166058,-0.4452725612043049
0.30000000000000004,-0.5749056502164068,-0.32174889392490874,-0.6679088418064575
0.4,-0.766540866955209,-0.4289985252332116,-0.8905451224086098
0.5,-0.9581760836940112,-0.5362481565415145,-1.1131814030107623
0.6000000000000001,-1.1498113004328137,-0.6434977878498175,-1.335817683612915
0.7000000000000001,-1.341446517171616,-0.7507474191581204,-1.5584539642150674
0.8,-1.533081733910418,-0.8579970504664232,-1.7810902448172197
0.9,-1.7247169506492201,-0.9652466817747261,-2.0037265254193724
1.0,-1.9163521673880224,-1.072496313083029,-2.2263628060215246
1.1,-2.1079873841268246,-1.1797459443913318,-2.4489990866236773
1.2000000000000002,-2.2996226008656273,-1.286995575699635,-2.67163536722583
1.3,-2.491257817604429,-1.3942452070079376,-2.894271647827982
1.4000000000000001,-2.682893034343232,-1.5014948383162408,-3.116907928430135
1.5,-2.8745282510820336,-1.6087444696245434,-3.3395442090322867
1.6,-3.066163467820836,-1.7159941009328463,-3.5621804896344393
1.7000000000000002,-3.2577986845596385,-1.8232437322411494,-3.784816770236592
1.8,-3.4494339012984403,-1.9304933635494521,-4.007453050838745
1.9000000000000001,-3.641069118037243,-2.037742994857755,-4.230089331440897
2.0,-3.8327043347760448,-2.144992626166058,-4.452725612043049
2.1,-4.0243395515148475,-2.252242257474361,-4.675361892645202
2.2,-4.215974768253649,-2.3594918887826637,-4.8979981732473545
2.3000000000000003,-4.407609984992452,-2.466741520090967,-5.120634453849507
2.4000000000000004,-4.599245201731255,-2.57399115139927,-5.34327073445166
2.5,-4.790880418470056,-2.6812407827075724,-5.565907015053812
2.6,-4.982515635208858,-2.7884904140158753,-5.788543295655964
2.7,-5.174150851947661,-2.895740045324178,-6.011179576258117
2.8000000000000003,-5.365786068686464,-3.0029896766324815,-6.23381585686027
2.9000000000000004,-5.557421285425265,-3.1102393079407844,-6.456452137462422
3.0,-5.749056502164067,-3.217488939249087,-6.679088418064573
3.1,-5.94069171890287,-3.3247385705573897,-6.901724698666726
3.2,-6.132326935641672,-3.4319882018656926,-7.124360979268879
3.3000000000000003,-6.323962152380474,-3.539237833173996,-7.346997259871031
3.4000000000000004,-6.515597369119277,-3.646487464482299,-7.569633540473184
3.5,-6.707232585858078,-3.7537370957906013,-7.792269821075336
3.6,-6.898867802596881,-3.8609867270989042,-8.01490610167749
3.7,-7.090503019335683,-3.968236358407207,-8.237542382279642
3.8000000000000003,-7.282138236074486,-4.07548598971551,-8.460178662881795
3.9000000000000004,-7.473773452813288,-4.182735621023813,-8.682814943483947
4.0,-7.6654086695520895,-4.289985252332116,-8.905451224086098
4.1000000000000005,-7.857043886290893,-4.39723488364042,-9.128087504688253
4.2,-8.048679103029695,-4.504484514948722,-9.350723785290404
4.3,-8.240314319768496,-4.6117341462570245,-9.573360065892555
4.4,-8.431949536507299,-4.718983777565327,-9.795996346494709
4.5,-8.623584753246101,-4.82623340887363,-10.01863262709686
4.6000000000000005,-8.815219969984904,-4.933483040181934,-10.241268907699014
4.7,-9.006855186723705,-5.040732671490236,-10.463905188301165
4.800000000000001,-9.19849040346251,-5.14798230279854,-10.68654146890332
4.9,-9.39012562020131,-5.255231934106842,-10.90917774950547
5.0,-9.581760836940113,-5.362481565415145,-11.131814030107623
5.1000000000000005,-9.773396053678916,-5.4697311967234485,-11.354450310709776
5.2,-9.965031270417716,-5.5769808280317505,-11.577086591311929
5.300000000000001,-10.15666648715652,-5.684230459340054,-11.799722871914081
5.4,-10.348301703895322,-5.791480090648356,-12.022359152516234
5.5,-10.539936920634123,-5.898729721956659,-12.244995433118385
5.6000000000000005,-10.731572137372927,-6.005979353264963,-12.46763171372054
5.7,-10.923207354111728,-6.113228984573265,-12.69026799432269
5.800000000000001,-11.11484257085053,-6.220478615881569,-12.912904274924845
5.9,-11.306477787589333,-6.327728247189871,-13.135540555526996
6.0,-11.498113004328134,-6.434977878498174,-13.358176836129147
6.1000000000000005,-11.689748221066937,-6.5422275098064775,-13.580813116731301
6.2,-11.88138343780574,-6.6494771411147795,-13.803449397333452
6.300000000000001,-12.073018654544542,-6.756726772423083,-14.026085677935606
6.4,-12.264653871283343,-6.863976403731385,-14.248721958537757
6.5,-12.456289088022146,-6.971226035039688,-14.47135823913991
6.6000000000000005,-12.647924304760949,-7.078475666347992,-14.693994519742063
6.7,-12.83955952149975,-7.185725297656294,-14.916630800344215
6.800000000000001,-13.031194738238554,-7.292974928964598,-15.139267080946368
6.9,-13.222829954977355,-7.4002245602729,-15.36190336154852
7.0,-13.414465171716156,-7.507474191581203,-15.584539642150672
7.1000000000000005,-13.60610038845496,-7.614723822889506,-15.807175922752826
7.2,-13.797735605193761,-7.7219734541978085,-16.02981220335498
7.300000000000001,-13.989370821932566,-7.829223085506112,-16.25244848395713
7.4,-14.181006038671367,-7.936472716814414,-16.475084764559284
7.5,-14.372641255410167,-8.043722348122717,-16.697721045161433
7.6000000000000005,-14.564276472148972,-8.15097197943102,-16.92035732576359
7.7,-14.755911688887773,-8.258221610739323,-17.14299360636574
7.800000000000001,-14.947546905626576,-8.365471242047626,-17.365629886967895
7.9,-15.139182122365378,-8.472720873355929,-17.588266167570044
8.0,-15.330817339104179,-8.579970504664232,-17.810902448172197
8.1,-15.52245255584298,-8.687220135972535,-18.03353872877435
8.200000000000001,-15.714087772581786,-8.79446976728084,-18.256175009376506
8.3,-15.905722989320587,-8.90171939858914,-18.478811289978655
8.4,-16.09735820605939,-9.008969029897443,-18.701447570580807
8.5,-16.28899342279819,-9.116218661205746,-18.92408385118296
8.6,-16.48062863953699,-9.223468292514049,-19.14672013178511
8.700000000000001,-16.672263856275798,-9.330717923822354,-19.369356412387265
8.8,-16.863899073014597,-9.437967555130655,-19.591992692989418
8.9,-17.0555342897534,-9.545217186438958,-19.81462897359157
9.0,-17.247169506492202,-9.65246681774726,-20.03726525419372
9.1,-17.438804723231,-9.759716449055563,-20.259901534795873
9.200000000000001,-17.630439939969808,-9.866966080363868,-20.48253781539803
9.3,-17.82207515670861,-9.97421571167217,-20.70517409600018
9.4,-18.01371037344741,-10.081465342980472,-20.92781037660233
9.5,-18.205345590186212,-10.188714974288775,-21.150446657204483
9.600000000000001,-18.39698080692502,-10.29596460559708,-21.37308293780664
9.700000000000001,-18.588616023663818,-10.403214236905383,-21.595719218408792
9.8,-18.78025124040262,-10.510463868213684,-21.81835549901094
9.9,-18.971886457141423,-10.617713499521987,-22.040991779613094
