timestamp,tx,ty,tz
0.00, -0.61185, 0.97775, 1.16531
0.10, -0.54628, 1.02451, 1.14829
0.20, -0.50891, 1.06056, 1.11777
0.30, -0.47074, 1.10248, 1.08332
0.40, -0.42088, 1.12074, 1.06310
0.50, -0.37849, 1.14863, 0.99838
0.60, -0.33087, 1.15672, 0.96725
0.70, -0.28899, 1.16123, 0.93735
0.80, -0.24273, 1.18518, 0.86770
0.90, -0.21718, 1.15616, 0.82229
1.00, -0.18392, 1.17192, 0.78183
1.10, -0.13205, 1.14449, 0.73184
1.20, -0.12244, 1.13139, 0.67384
1.30, -0.06936, 1.09588, 0.63308
1.40, -0.06361, 1.06950, 0.59561
1.50, -0.02862, 1.04707, 0.53927
1.60, -0.00364, 1.00619, 0.51387
1.70, 0.01003, 0.97083, 0.46089
1.80, 0.01793, 0.94632, 0.44521
1.90, 0.04673, 0.89723, 0.40482
2.00, 0.03895, 0.85587, 0.39257
2.10, 0.04892, 0.78659, 0.35697
2.20, 0.07063, 0.76790, 0.31327
2.30, 0.07342, 0.72760, 0.28361
2.40, 0.06537, 0.67073, 0.25539
2.50, 0.07171, 0.65067, 0.23083
2.60, 0.07154, 0.60255, 0.23791
2.70, 0.09498, 0.56361, 0.18534
2.80, 0.06060, 0.51593, 0.17090
2.90, 0.06437, 0.46459, 0.15541
3.00, 0.04658, 0.41795, 0.14847
3.10, 0.05628, 0.37889, 0.11070
3.20, 0.04287, 0.32422, 0.14128
3.30, 0.04952, 0.29484, 0.09434
3.40, 0.03369, 0.26295, 0.07075
3.50, 0.03585, 0.19161, 0.06337
3.60, 0.02406, 0.17251, 0.04792
3.70, 0.03867, 0.11205, 0.02735
3.80, 0.02631, 0.05059, 0.02474
3.90, 0.00135, 0.01970, 0.01631
4.00, -0.01941, 0.00916, 0.01346
4.10, 0.00099, -0.05006, -0.00183
4.20, -0.03265, -0.11498, -0.01369
4.30, -0.02752, -0.13678, -0.06006
4.40, -0.03918, -0.20271, -0.06650
4.50, -0.05452, -0.22696, -0.07726
4.60, -0.03958, -0.28793, -0.07632
4.70, -0.04733, -0.30808, -0.10658
4.80, -0.04466, -0.36016, -0.10483
4.90, -0.07084, -0.39788, -0.11411
5.00, -0.05558, -0.45041, -0.15680
5.10, -0.07259, -0.50970, -0.16633
5.20, -0.07564, -0.56164, -0.18984
5.30, -0.06381, -0.59964, -0.19935
5.40, -0.07591, -0.62768, -0.22551
5.50, -0.06366, -0.66701, -0.23685
5.60, -0.06740, -0.74345, -0.29372
5.70, -0.07401, -0.77817, -0.29340
5.80, -0.07473, -0.81217, -0.34674
5.90, -0.03599, -0.85869, -0.35398
6.00, -0.04276, -0.89762, -0.41396
6.10, -0.03298, -0.92561, -0.42587
6.20, 0.00046, -0.95610, -0.44978
6.30, -0.00523, -1.00827, -0.51089
6.40, 0.02262, -1.04666, -0.55201
6.50, 0.06574, -1.04891, -0.58027
6.60, 0.07178, -1.08437, -0.62325
6.70, 0.09976, -1.11941, -0.68359
6.80, 0.14515, -1.15964, -0.71867
6.90, 0.16235, -1.13298, -0.76670
7.00, 0.19225, -1.18232, -0.80248
7.10, 0.23150, -1.16730, -0.85444
7.20, 0.27716, -1.17709, -0.88165
7.30, 0.31442, -1.15955, -0.95403
7.40, 0.36766, -1.16165, -1.00398
7.50, 0.41544, -1.14979, -1.01600
7.60, 0.45805, -1.11118, -1.07577
7.70, 0.48570, -1.07061, -1.07036
7.80, 0.54808, -1.05924, -1.14618
7.90, 0.59375, -0.97508, -1.15680
8.00, 0.64073, -0.93195, -1.16602
8.10, 0.66981, -0.90832, -1.18870
8.20, 0.67365, -0.82739, -1.19421
8.30, 0.70566, -0.77655, -1.19477
8.40, 0.73483, -0.71211, -1.18102
8.50, 0.76623, -0.68062, -1.16813
8.60, 0.77310, -0.60753, -1.16805
8.70, 0.79424, -0.54880, -1.15652
8.80, 0.77354, -0.50762, -1.13346
8.90, 0.78109, -0.43675, -1.09805
9.00, 0.76712, -0.38532, -1.07414
9.10, 0.76852, -0.32315, -1.03801
9.20, 0.75005, -0.27681, -1.01200
9.30, 0.74071, -0.24354, -0.96242
9.40, 0.72243, -0.19472, -0.92504
9.50, 0.69424, -0.16905, -0.87937
9.60, 0.67502, -0.11565, -0.86388
9.70, 0.66947, -0.10370, -0.79748
9.80, 0.63432, -0.09594, -0.76476
9.90, 0.59814, -0.04446, -0.72456
