timestamp,tx,ty,tz
0.00, 0.00018, -0.02155, -0.01113
0.10, 0.06652, 0.08763, -0.00142
0.20, 0.13476, 0.15726, 0.01917
0.30, 0.18301, 0.23622, 0.04507
0.40, 0.25354, 0.31597, 0.02380
0.50, 0.33222, 0.39871, 0.05601
0.60, 0.39350, 0.47884, 0.05035
0.70, 0.44548, 0.53575, 0.07665
0.80, 0.52181, 0.63347, 0.07208
0.90, 0.59954, 0.69183, 0.09272
1.00, 0.66367, 0.79443, 0.10401
1.10, 0.73148, 0.84902, 0.09685
1.20, 0.78394, 0.95036, 0.12783
1.30, 0.83144, 1.01771, 0.14019
1.40, 0.91871, 1.11078, 0.11734
1.50, 0.94949, 1.18703, 0.14983
1.60, 1.04275, 1.27085, 0.14805
1.70, 1.11502, 1.35202, 0.17052
1.80, 1.16646, 1.42814, 0.17099
1.90, 1.23198, 1.50566, 0.19002
2.00, 1.28910, 1.56786, 0.18706
2.10, 1.36690, 1.66164, 0.20697
2.20, 1.41949, 1.72092, 0.21206
2.30, 1.50614, 1.80841, 0.21694
2.40, 1.56003, 1.90623, 0.23430
2.50, 1.62453, 1.97699, 0.25990
2.60, 1.67652, 2.05308, 0.25983
2.70, 1.75073, 2.13299, 0.26501
2.80, 1.83257, 2.20265, 0.27739
2.90, 1.88777, 2.29839, 0.28848
3.00, 1.96724, 2.38068, 0.29980
3.10, 2.01591, 2.45848, 0.29418
3.20, 2.09302, 2.51606, 0.33068
3.30, 2.16332, 2.62110, 0.31548
3.40, 2.20679, 2.71268, 0.33608
3.50, 2.27974, 2.77152, 0.32655
3.60, 2.33561, 2.85867, 0.37036
3.70, 2.41026, 2.92151, 0.36767
3.80, 2.46722, 2.98772, 0.38831
3.90, 2.53799, 3.09743, 0.37491
4.00, 2.60516, 3.16367, 0.39290
4.10, 2.64964, 3.24088, 0.39475
4.20, 2.74515, 3.31101, 0.40115
4.30, 2.79865, 3.39630, 0.42629
4.40, 2.87849, 3.47936, 0.42447
4.50, 2.93238, 3.56026, 0.42970
4.60, 2.99203, 3.61186, 0.42852
4.70, 3.05770, 3.74032, 0.45529
4.80, 3.11913, 3.79495, 0.46928
4.90, 3.19579, 3.87129, 0.48025
5.00, 3.24322, 3.97075, 0.48084
5.10, 3.30044, 4.05284, 0.51591
5.20, 3.34686, 4.12070, 0.52573
5.30, 3.43719, 4.19854, 0.52040
5.40, 3.51491, 4.26653, 0.52975
5.50, 3.58348, 4.34250, 0.53673
5.60, 3.65504, 4.43353, 0.56364
5.70, 3.70784, 4.51702, 0.54789
5.80, 3.78512, 4.58963, 0.55646
5.90, 3.85259, 4.66654, 0.57677
6.00, 3.91473, 4.74876, 0.58887
6.10, 3.98138, 4.83348, 0.59269
6.20, 4.02214, 4.90212, 0.59540
6.30, 4.10590, 4.97777, 0.61998
6.40, 4.17580, 5.06910, 0.62857
6.50, 4.22708, 5.14498, 0.64031
6.60, 4.31269, 5.20084, 0.64270
6.70, 4.35447, 5.29050, 0.64031
6.80, 4.42389, 5.38332, 0.68365
6.90, 4.49237, 5.46390, 0.68123
7.00, 4.56685, 5.53252, 0.69018
7.10, 4.62509, 5.62767, 0.68441
7.20, 4.67251, 5.71073, 0.70194
7.30, 4.75751, 5.77796, 0.72077
7.40, 4.82663, 5.86489, 0.71104
7.50, 4.88692, 5.92361, 0.75145
7.60, 4.94820, 6.01154, 0.74215
7.70, 5.01210, 6.09727, 0.74930
7.80, 5.08551, 6.17798, 0.76076
7.90, 5.14066, 6.24113, 0.77448
8.00, 5.20489, 6.33889, 0.78959
8.10, 5.26624, 6.41522, 0.78988
8.20, 5.34199, 6.48808, 0.81530
8.30, 5.42138, 6.57461, 0.83411
8.40, 5.46676, 6.64849, 0.81160
8.50, 5.54131, 6.72719, 0.83359
8.60, 5.59191, 6.80412, 0.84091
8.70, 5.65902, 6.90433, 0.84252
8.80, 5.73210, 6.98490, 0.87214
8.90, 5.82413, 7.04458, 0.88612
9.00, 5.85924, 7.14040, 0.88173
9.10, 5.91784, 7.19182, 0.88146
9.20, 5.98763, 7.26317, 0.90458
9.30, 6.04534, 7.34790, 0.92970
9.40, 6.10606, 7.44600, 0.92984
9.50, 6.17397, 7.52547, 0.90836
9.60, 6.24226, 7.58179, 0.94024
9.70, 6.33128, 7.65626, 0.93492
9.80, 6.38580, 7.74916, 0.94126
9.90, 6.44859, 7.83806, 0.96008
