timestamp,tx,ty,tz
0.00, -0.00997, -0.00525, -0.01575
0.10, 0.01347, -0.05406, -0.03000
0.20, 0.05284, -0.08174, -0.05808
0.30, 0.06241, -0.14846, -0.09165
0.40, 0.07428, -0.19557, -0.10726
0.50, 0.11514, -0.26579, -0.13199
0.60, 0.12913, -0.27906, -0.15282
0.70, 0.14443, -0.32233, -0.19269
0.80, 0.16459, -0.37957, -0.20969
0.90, 0.19060, -0.43028, -0.23664
1.00, 0.21545, -0.49245, -0.27412
1.10, 0.22827, -0.51826, -0.30320
1.20, 0.24203, -0.57725, -0.32192
1.30, 0.26689, -0.61712, -0.35262
1.40, 0.28419, -0.65948, -0.37260
1.50, 0.31339, -0.70511, -0.40501
1.60, 0.32940, -0.78610, -0.42415
1.70, 0.34973, -0.81534, -0.45801
1.80, 0.37318, -0.84844, -0.48521
1.90, 0.40957, -0.93035, -0.48496
2.00, 0.42951, -0.93282, -0.51783
2.10, 0.44887, -1.00844, -0.56360
2.20, 0.48340, -1.02450, -0.58266
2.30, 0.46956, -1.10633, -0.60313
2.40, 0.52464, -1.13917, -0.62716
2.50, 0.52710, -1.20010, -0.67320
2.60, 0.55675, -1.23572, -0.68767
2.70, 0.57232, -1.28336, -0.71723
2.80, 0.60062, -1.34657, -0.74523
2.90, 0.62857, -1.37562, -0.76635
3.00, 0.64613, -1.44204, -0.79129
3.10, 0.66388, -1.48975, -0.82958
3.20, 0.69532, -1.53037, -0.86149
3.30, 0.70966, -1.55632, -0.87020
3.40, 0.72940, -1.61615, -0.90741
3.50, 0.74614, -1.66329, -0.92524
3.60, 0.76822, -1.72297, -0.96410
3.70, 0.77565, -1.76176, -0.97695
3.80, 0.79397, -1.81839, -1.01206
3.90, 0.81884, -1.86461, -1.03974
4.00, 0.84269, -1.90399, -1.05972
4.10, 0.87081, -1.96407, -1.08615
4.20, 0.88819, -2.01399, -1.10882
4.30, 0.91063, -2.02844, -1.12951
4.40, 0.91429, -2.09927, -1.15369
4.50, 0.97611, -2.14630, -1.18250
4.60, 0.97267, -2.20545, -1.21359
4.70, 1.00559, -2.22309, -1.23274
4.80, 1.03240, -2.28642, -1.25766
4.90, 1.04257, -2.33112, -1.29456
5.00, 1.06693, -2.38552, -1.34800
5.10, 1.09687, -2.42408, -1.35511
5.20, 1.11888, -2.48654, -1.37234
5.30, 1.12932, -2.54100, -1.42587
5.40, 1.13788, -2.58031, -1.44541
5.50, 1.18329, -2.63069, -1.47299
5.60, 1.17414, -2.66757, -1.48895
5.70, 1.22122, -2.70052, -1.51572
5.80, 1.26369, -2.77260, -1.54653
5.90, 1.25517, -2.81289, -1.57885
6.00, 1.26722, -2.84675, -1.58660
6.10, 1.29583, -2.93096, -1.61389
6.20, 1.32573, -2.96285, -1.63176
6.30, 1.34294, -3.01565, -1.68313
6.40, 1.34722, -3.03965, -1.72051
6.50, 1.38206, -3.11631, -1.71492
6.60, 1.40100, -3.15280, -1.74308
6.70, 1.41202, -3.19697, -1.76190
6.80, 1.46341, -3.25772, -1.79296
6.90, 1.47304, -3.29686, -1.84395
7.00, 1.48419, -3.32337, -1.86329
7.10, 1.50580, -3.37949, -1.89053
7.20, 1.54665, -3.43081, -1.91595
7.30, 1.55892, -3.48254, -1.94523
7.40, 1.57497, -3.51450, -1.95674
7.50, 1.59558, -3.58433, -1.99855
7.60, 1.62527, -3.61703, -2.01865
7.70, 1.62737, -3.64872, -2.05211
7.80, 1.66051, -3.72615, -2.07058
7.90, 1.67977, -3.75918, -2.09226
8.00, 1.70969, -3.82742, -2.13385
8.10, 1.73850, -3.85814, -2.15893
8.20, 1.73347, -3.91358, -2.18337
8.30, 1.75928, -3.95581, -2.19699
8.40, 1.78884, -3.99120, -2.23449
8.50, 1.81324, -4.04770, -2.24974
8.60, 1.83849, -4.09681, -2.29444
8.70, 1.87836, -4.14256, -2.30625
8.80, 1.88074, -4.19427, -2.34354
8.90, 1.90448, -4.25982, -2.35968
9.00, 1.91225, -4.28950, -2.38384
9.10, 1.92310, -4.34859, -2.39354
9.20, 1.97485, -4.38329, -2.45108
9.30, 1.97979, -4.43033, -2.46268
9.40, 2.02235, -4.47928, -2.49700
9.50, 2.01808, -4.50647, -2.51766
9.60, 2.04421, -4.57645, -2.53942
9.70, 2.08056, -4.61253, -2.58131
9.80, 2.09742, -4.65392, -2.59481
9.90, 2.11075, -4.69652, -2.61905
