timestamp,tx,ty,tz
0.00, -0.02083, -0.01705, -0.00246
0.10, 0.02960, -0.09095, -0.03805
0.20, 0.06588, -0.19316, -0.06719
0.30, 0.11120, -0.27814, -0.09541
0.40, 0.16609, -0.37977, -0.13291
0.50, 0.18515, -0.47973, -0.17586
0.60, 0.22661, -0.57147, -0.20855
0.70, 0.25537, -0.66117, -0.25923
0.80, 0.30462, -0.75819, -0.27494
0.90, 0.34454, -0.85442, -0.31611
1.00, 0.38743, -0.93555, -0.34527
1.10, 0.41394, -1.04805, -0.38648
1.20, 0.44341, -1.13643, -0.42704
1.30, 0.49122, -1.24083, -0.45680
1.40, 0.54099, -1.32396, -0.49594
1.50, 0.56973, -1.44051, -0.51711
1.60, 0.61682, -1.50155, -0.56688
1.70, 0.65039, -1.59104, -0.57259
1.80, 0.67153, -1.70591, -0.62367
1.90, 0.72244, -1.77898, -0.66782
2.00, 0.74596, -1.89136, -0.71389
2.10, 0.79108, -1.99120, -0.73587
2.20, 0.83580, -2.07877, -0.75087
2.30, 0.86235, -2.17254, -0.80734
2.40, 0.88789, -2.25810, -0.84060
2.50, 0.92432, -2.35087, -0.87645
2.60, 0.96044, -2.44822, -0.90641
2.70, 0.99533, -2.53148, -0.95341
2.80, 1.06517, -2.65027, -0.97554
2.90, 1.10763, -2.73251, -1.01425
3.00, 1.12013, -2.84000, -1.05544
3.10, 1.16557, -2.92677, -1.08766
3.20, 1.20404, -3.02949, -1.13942
3.30, 1.24056, -3.11887, -1.14999
3.40, 1.27058, -3.21932, -1.20252
3.50, 1.29563, -3.31868, -1.21717
3.60, 1.34404, -3.39335, -1.25113
3.70, 1.37181, -3.49863, -1.28604
3.80, 1.43434, -3.57662, -1.33324
3.90, 1.46486, -3.68423, -1.37843
4.00, 1.49709, -3.78763, -1.39636
4.10, 1.53514, -3.88048, -1.42486
4.20, 1.57038, -3.96758, -1.46392
4.30, 1.61281, -4.06766, -1.49875
4.40, 1.61827, -4.15049, -1.53244
4.50, 1.68816, -4.24717, -1.58807
4.60, 1.75173, -4.32895, -1.61625
4.70, 1.76114, -4.44007, -1.65532
4.80, 1.78476, -4.53208, -1.69105
4.90, 1.82492, -4.63802, -1.72551
5.00, 1.88814, -4.72607, -1.75520
5.10, 1.91065, -4.82394, -1.78079
5.20, 1.94539, -4.92095, -1.83088
5.30, 1.98002, -5.00975, -1.87700
5.40, 2.01749, -5.09873, -1.88216
5.50, 2.06758, -5.19252, -1.93887
5.60, 2.10145, -5.28024, -1.96382
5.70, 2.14292, -5.38944, -2.00246
5.80, 2.17692, -5.49566, -2.01032
5.90, 2.23060, -5.58280, -2.06042
6.00, 2.23233, -5.67726, -2.09736
6.10, 2.30397, -5.75860, -2.12403
6.20, 2.32041, -5.87211, -2.15916
6.30, 2.37405, -5.98882, -2.20216
6.40, 2.41181, -6.04028, -2.23867
6.50, 2.44108, -6.13893, -2.28413
6.60, 2.46892, -6.23173, -2.31415
6.70, 2.51105, -6.33593, -2.33955
6.80, 2.54493, -6.43605, -2.37713
6.90, 2.59530, -6.52181, -2.42861
7.00, 2.63079, -6.61494, -2.44024
7.10, 2.65649, -6.70691, -2.47111
7.20, 2.69444, -6.79739, -2.50741
7.30, 2.72478, -6.90752, -2.55910
7.40, 2.74560, -6.99839, -2.60426
7.50, 2.80048, -7.08297, -2.63266
7.60, 2.86616, -7.19194, -2.65915
7.70, 2.89055, -7.27232, -2.68680
7.80, 2.94052, -7.37448, -2.71195
7.90, 2.95718, -7.46480, -2.74614
8.00, 3.00376, -7.55586, -2.81427
8.10, 3.04372, -7.65645, -2.85599
8.20, 3.07338, -7.74999, -2.86917
8.30, 3.11927, -7.84321, -2.89844
8.40, 3.14808, -7.93537, -2.93444
8.50, 3.18298, -8.04248, -2.97581
8.60, 3.20815, -8.13084, -3.01041
8.70, 3.26900, -8.22685, -3.03292
8.80, 3.30260, -8.31516, -3.08465
8.90, 3.33580, -8.41491, -3.11757
9.00, 3.36517, -8.51571, -3.13435
9.10, 3.41552, -8.59509, -3.18407
9.20, 3.43468, -8.69969, -3.22107
9.30, 3.48057, -8.78850, -3.24929
9.40, 3.52057, -8.89695, -3.28754
9.50, 3.56743, -8.97773, -3.32568
9.60, 3.58912, -9.06644, -3.36172
9.70, 3.65436, -9.14939, -3.41229
9.80, 3.66974, -9.26255, -3.42078
9.90, 3.71303, -9.36152, -3.46336
