timestamp,tx,ty,tz
0.00, 1.73474, 0.30307, -0.20373
0.10, 1.72238, 0.19362, 0.04648
0.20, 1.61185, 0.09992, 0.21279
0.30, 1.43878, -0.00683, 0.37973
0.40, 1.20008, -0.03044, 0.43310
0.50, 0.99448, -0.05973, 0.44335
0.60, 0.77291, -0.08922, 0.41391
0.70, 0.57360, -0.07238, 0.35497
0.80, 0.39855, -0.04862, 0.26554
0.90, 0.22832, -0.04191, 0.16246
1.00, 0.10680, -0.01878, 0.06914
1.10, -0.05039, 0.02037, -0.04900
1.20, -0.22715, 0.03763, -0.14569
1.30, -0.37534, 0.06564, -0.23393
1.40, -0.56171, 0.07620, -0.32265
1.50, -0.74403, 0.06735, -0.39705
1.60, -0.93790, 0.09081, -0.45504
1.70, -1.17068, 0.07487, -0.45512
1.80, -1.37416, 0.00657, -0.38908
1.90, -1.58515, -0.06689, -0.26261
2.00, -1.71345, -0.18368, -0.06018
2.10, -1.74546, -0.30647, 0.15005
2.20, -1.67146, -0.35826, 0.38098
2.30, -1.49800, -0.45516, 0.57579
2.40, -1.28293, -0.45750, 0.68404
2.50, -1.03173, -0.43112, 0.70410
2.60, -0.82827, -0.40301, 0.66458
2.70, -0.62888, -0.35749, 0.60143
2.80, -0.47079, -0.27924, 0.49412
2.90, -0.32547, -0.20809, 0.34898
3.00, -0.21510, -0.13733, 0.23732
3.10, -0.08924, -0.05067, 0.09288
3.20, 0.01876, 0.01284, -0.03522
3.30, 0.12178, 0.09272, -0.14453
3.40, 0.24849, 0.13985, -0.29329
3.50, 0.38014, 0.22200, -0.41024
3.60, 0.51187, 0.30931, -0.52647
3.70, 0.68522, 0.38075, -0.62485
3.80, 0.90846, 0.44105, -0.68284
3.90, 1.11855, 0.46455, -0.68401
4.00, 1.35540, 0.45913, -0.63183
4.10, 1.56220, 0.43327, -0.49765
4.20, 1.72237, 0.35970, -0.30278
4.30, 1.74825, 0.27434, -0.06684
4.40, 1.66405, 0.14727, 0.16920
4.50, 1.51645, 0.03098, 0.33640
4.60, 1.28009, -0.02959, 0.41037
4.70, 1.07859, -0.07184, 0.44325
4.80, 0.85100, -0.07986, 0.41939
4.90, 0.67095, -0.08666, 0.37246
5.00, 0.47821, -0.06504, 0.28901
5.10, 0.29349, -0.06047, 0.19521
5.20, 0.15842, -0.03721, 0.11091
5.30, -0.00739, 0.00863, 0.01251
5.40, -0.15657, 0.03173, -0.09618
5.50, -0.30578, 0.06805, -0.18403
5.60, -0.46941, 0.07486, -0.28626
5.70, -0.66813, 0.07878, -0.37521
5.80, -0.85982, 0.07025, -0.42911
5.90, -1.06815, 0.06416, -0.45583
6.00, -1.28915, 0.02712, -0.41675
6.10, -1.51642, -0.04428, -0.32897
6.20, -1.65393, -0.12554, -0.16335
6.30, -1.74707, -0.24361, 0.05041
6.40, -1.71996, -0.35807, 0.29859
6.50, -1.58362, -0.42754, 0.49887
6.60, -1.38289, -0.45842, 0.63723
6.70, -1.13437, -0.46537, 0.72020
6.80, -0.91175, -0.45126, 0.67717
6.90, -0.69697, -0.36541, 0.61483
7.00, -0.52535, -0.31920, 0.53525
7.10, -0.38133, -0.25366, 0.42162
7.20, -0.24015, -0.17154, 0.29232
7.30, -0.13223, -0.10146, 0.15951
7.40, -0.02373, -0.00702, 0.03918
7.50, 0.06580, 0.04980, -0.08416
7.60, 0.18636, 0.13698, -0.24077
7.70, 0.32356, 0.21102, -0.35688
7.80, 0.46427, 0.28171, -0.48897
7.90, 0.60818, 0.33584, -0.59590
8.00, 0.80813, 0.39666, -0.66921
8.10, 1.02198, 0.45896, -0.70821
8.20, 1.25553, 0.47937, -0.67324
8.30, 1.47884, 0.45983, -0.58694
8.40, 1.65540, 0.38850, -0.41348
8.50, 1.75911, 0.29456, -0.16107
8.60, 1.71971, 0.18849, 0.06675
8.70, 1.60000, 0.07572, 0.26321
8.80, 1.39137, -0.00486, 0.38933
8.90, 1.18296, -0.05599, 0.44199
9.00, 0.94286, -0.06998, 0.43951
9.10, 0.72977, -0.07656, 0.38876
9.20, 0.54583, -0.07979, 0.34573
9.30, 0.39509, -0.05258, 0.25362
9.40, 0.22339, -0.03715, 0.14330
9.50, 0.06958, -0.01156, 0.05699
9.60, -0.10147, 0.01701, -0.05517
9.70, -0.23193, 0.03207, -0.14223
9.80, -0.40360, 0.05470, -0.23428
9.90, -0.58006, 0.07328, -0.34687
