timestamp,tx,ty,tz
0.00, -0.19174, -0.48711, 1.03870
0.10, -0.26383, -0.32766, 1.08039
0.20, -0.29145, -0.14856, 1.02909
0.30, -0.30079, -0.02909, 0.91222
0.40, -0.29332, 0.03258, 0.78432
0.50, -0.25865, 0.10878, 0.64402
0.60, -0.20594, 0.11163, 0.50247
0.70, -0.15476, 0.10285, 0.35828
0.80, -0.12157, 0.08254, 0.26059
0.90, -0.05684, 0.04921, 0.12226
1.00, -0.01509, -0.00314, 0.04206
1.10, 0.03959, -0.03244, -0.08625
1.20, 0.07749, -0.05886, -0.18512
1.30, 0.15953, -0.09990, -0.32671
1.40, 0.19346, -0.11454, -0.44816
1.50, 0.23736, -0.11357, -0.57089
1.60, 0.27545, -0.07800, -0.72021
1.70, 0.29430, -0.02068, -0.84336
1.80, 0.31085, 0.08935, -0.98646
1.90, 0.29570, 0.24182, -1.05202
2.00, 0.21321, 0.40813, -1.09233
2.10, 0.15386, 0.54969, -1.01885
2.20, 0.06165, 0.64597, -0.88964
2.30, 0.01677, 0.70880, -0.75621
2.40, -0.04291, 0.68759, -0.59490
2.50, -0.05497, 0.60766, -0.44746
2.60, -0.08147, 0.52727, -0.31608
2.70, -0.07438, 0.44465, -0.24006
2.80, -0.04588, 0.30845, -0.15058
2.90, -0.02185, 0.19776, -0.11158
3.00, -0.01125, 0.10395, -0.04267
3.10, -0.01027, -0.04792, 0.02304
3.20, 0.03083, -0.13836, 0.07156
3.30, 0.03043, -0.25621, 0.13712
3.40, 0.05769, -0.35977, 0.19449
3.50, 0.07418, -0.46645, 0.26181
3.60, 0.07343, -0.58241, 0.40105
3.70, 0.06617, -0.66387, 0.50403
3.80, 0.02816, -0.68530, 0.64400
3.90, -0.03513, -0.68022, 0.84376
4.00, -0.09935, -0.61888, 0.96630
4.10, -0.18922, -0.48492, 1.05963
4.20, -0.25938, -0.33430, 1.08948
4.30, -0.29382, -0.15951, 1.01818
4.40, -0.29252, -0.03106, 0.92843
4.50, -0.27185, 0.04789, 0.78569
4.60, -0.26571, 0.12736, 0.64708
4.70, -0.22980, 0.12815, 0.51531
4.80, -0.16504, 0.11682, 0.37499
4.90, -0.11910, 0.09355, 0.24661
5.00, -0.05520, 0.05318, 0.15447
5.10, 0.00365, 0.00974, 0.03790
5.20, 0.03994, -0.03100, -0.08350
5.30, 0.10402, -0.05539, -0.20328
5.40, 0.11650, -0.09817, -0.32703
5.50, 0.18899, -0.12745, -0.43477
5.60, 0.25580, -0.12123, -0.57835
5.70, 0.26089, -0.08610, -0.71781
5.80, 0.30394, -0.02323, -0.84689
5.90, 0.32605, 0.10122, -0.98387
6.00, 0.28095, 0.24625, -1.06401
6.10, 0.23218, 0.39762, -1.07014
6.20, 0.16744, 0.56599, -1.01655
6.30, 0.05455, 0.68331, -0.90991
6.40, 0.00445, 0.69899, -0.74366
6.50, -0.03860, 0.69201, -0.60442
6.60, -0.06652, 0.60980, -0.46928
6.70, -0.06929, 0.54533, -0.32290
6.80, -0.06091, 0.42308, -0.26177
6.90, -0.05291, 0.31621, -0.17540
7.00, -0.04853, 0.20379, -0.10561
7.10, -0.03309, 0.09298, -0.05888
7.20, 0.00624, -0.03463, 0.00866
7.30, 0.00449, -0.14349, 0.05909
7.40, 0.03833, -0.25418, 0.13361
7.50, 0.04431, -0.38212, 0.20459
7.60, 0.05357, -0.48023, 0.27404
7.70, 0.08168, -0.58512, 0.39688
7.80, 0.03492, -0.65988, 0.50277
7.90, 0.01397, -0.70412, 0.67199
8.00, -0.04189, -0.68370, 0.81798
8.10, -0.10773, -0.63563, 0.97158
8.20, -0.18398, -0.48324, 1.06608
8.30, -0.25304, -0.33763, 1.08134
8.40, -0.29345, -0.16171, 1.03071
8.50, -0.30503, -0.04193, 0.93170
8.60, -0.30848, 0.05795, 0.79226
8.70, -0.24126, 0.11992, 0.63219
8.80, -0.22814, 0.12159, 0.51470
8.90, -0.17074, 0.11930, 0.37235
9.00, -0.11720, 0.11068, 0.26348
9.10, -0.06615, 0.04522, 0.13781
9.20, -0.02454, 0.01914, 0.01970
9.30, 0.05093, -0.01220, -0.07497
9.40, 0.07809, -0.07499, -0.18690
9.50, 0.12211, -0.08590, -0.29656
9.60, 0.18936, -0.11515, -0.43353
9.70, 0.24778, -0.11718, -0.57523
9.80, 0.27454, -0.06327, -0.71826
9.90, 0.28574, -0.02459, -0.85880
