timestamp,tx,ty,tz
0.00, -0.00716, -0.00281, 0.00310
0.10, 0.03552, -0.06587, -0.05375
0.20, 0.06483, -0.14271, -0.09608
0.30, 0.08396, -0.25365, -0.13400
0.40, 0.13943, -0.30046, -0.16568
0.50, 0.17104, -0.39662, -0.20053
0.60, 0.20553, -0.48379, -0.24754
0.70, 0.22492, -0.53415, -0.27365
0.80, 0.26982, -0.61155, -0.32847
0.90, 0.30230, -0.68177, -0.36766
1.00, 0.33567, -0.79028, -0.41834
1.10, 0.37725, -0.85977, -0.45926
1.20, 0.40483, -0.94458, -0.47960
1.30, 0.42103, -0.99542, -0.54638
1.40, 0.48054, -1.09161, -0.57909
1.50, 0.49769, -1.18202, -0.62734
1.60, 0.54534, -1.25329, -0.68131
1.70, 0.55312, -1.33197, -0.71378
1.80, 0.59452, -1.41851, -0.74845
1.90, 0.61217, -1.48526, -0.80292
2.00, 0.66421, -1.57742, -0.84593
2.10, 0.69214, -1.64138, -0.89805
2.20, 0.74593, -1.71084, -0.91712
2.30, 0.79642, -1.78902, -0.97992
2.40, 0.80951, -1.87782, -0.98947
2.50, 0.84694, -1.96540, -1.03742
2.60, 0.86830, -2.04883, -1.07695
2.70, 0.90538, -2.11198, -1.13454
2.80, 0.93497, -2.19304, -1.18081
2.90, 0.98208, -2.27147, -1.22006
3.00, 0.99972, -2.34442, -1.26299
3.10, 1.05651, -2.42079, -1.29932
3.20, 1.06739, -2.51632, -1.34338
3.30, 1.11989, -2.58057, -1.40020
3.40, 1.14206, -2.64610, -1.41382
3.50, 1.18674, -2.73659, -1.46808
3.60, 1.20210, -2.79390, -1.51781
3.70, 1.23809, -2.88666, -1.57954
3.80, 1.27521, -2.97406, -1.58686
3.90, 1.31722, -3.03910, -1.64094
4.00, 1.33352, -3.12392, -1.69285
4.10, 1.37230, -3.20496, -1.70754
4.20, 1.39874, -3.27852, -1.77747
4.30, 1.45582, -3.37167, -1.81076
4.40, 1.47231, -3.41882, -1.85975
4.50, 1.51552, -3.50388, -1.89816
4.60, 1.53311, -3.57732, -1.93073
4.70, 1.57909, -3.68118, -1.98372
4.80, 1.60844, -3.73606, -2.01996
4.90, 1.65059, -3.83959, -2.06641
5.00, 1.66211, -3.88939, -2.09203
5.10, 1.69641, -3.98988, -2.14667
5.20, 1.74811, -4.06070, -2.18839
5.30, 1.77283, -4.13471, -2.24264
5.40, 1.79085, -4.21200, -2.26087
5.50, 1.84068, -4.29002, -2.29476
5.60, 1.88127, -4.37740, -2.35708
5.70, 1.92508, -4.45198, -2.40882
5.80, 1.93844, -4.52739, -2.43770
5.90, 1.99656, -4.61134, -2.48053
6.00, 2.02603, -4.69161, -2.52336
6.10, 2.03730, -4.75704, -2.55876
6.20, 2.09102, -4.81925, -2.59715
6.30, 2.11528, -4.92484, -2.65410
6.40, 2.14334, -5.01421, -2.70823
6.50, 2.17325, -5.08088, -2.74756
6.60, 2.21180, -5.15768, -2.77756
6.70, 2.23478, -5.22686, -2.79675
6.80, 2.28805, -5.30704, -2.86818
6.90, 2.32239, -5.39291, -2.88929
7.00, 2.35654, -5.46207, -2.93599
7.10, 2.37588, -5.53915, -2.97874
7.20, 2.40244, -5.61570, -3.02013
7.30, 2.44172, -5.70878, -3.07113
7.40, 2.46902, -5.79019, -3.12340
7.50, 2.52685, -5.86278, -3.15199
7.60, 2.56506, -5.93654, -3.20075
7.70, 2.57442, -6.01276, -3.23722
7.80, 2.61691, -6.11361, -3.26527
7.90, 2.65754, -6.17493, -3.31541
8.00, 2.67540, -6.23609, -3.36511
8.10, 2.72167, -6.33093, -3.41607
8.20, 2.76198, -6.41981, -3.45565
8.30, 2.78439, -6.47889, -3.49287
8.40, 2.81163, -6.56923, -3.53496
8.50, 2.85736, -6.63187, -3.57868
8.60, 2.89917, -6.71619, -3.63289
8.70, 2.93495, -6.79940, -3.65207
8.80, 2.93436, -6.87289, -3.69985
8.90, 2.96861, -6.95034, -3.72218
9.00, 3.02550, -7.03548, -3.78426
9.10, 3.04685, -7.10147, -3.82059
9.20, 3.09353, -7.19403, -3.87433
9.30, 3.11890, -7.27715, -3.90530
9.40, 3.15562, -7.34443, -3.94158
9.50, 3.20342, -7.42226, -3.99074
9.60, 3.20723, -7.49489, -4.04093
9.70, 3.25783, -7.56378, -4.07467
9.80, 3.30833, -7.64554, -4.11002
9.90, 3.32378, -7.73672, -4.16411
